Stock_Code,Date,Mean_Sentiment_Score
NESTLEIND,7/7/2022,0.5994
NESTLEIND,7/12/2022,0.4019
NESTLEIND,7/19/2022,0.5994
NESTLEIND,7/24/2022,0
NESTLEIND,7/28/2022,0
NTPC,7/5/2022,0
NTPC,7/6/2022,0.313133333
NTPC,7/7/2022,0
NTPC,7/8/2022,0.5994
NTPC,7/9/2022,0
NTPC,7/10/2022,0.3953
NTPC,7/12/2022,0.49335
NTPC,7/13/2022,0
NTPC,7/14/2022,0.296
NTPC,7/18/2022,0.20095
NTPC,7/19/2022,0
NTPC,7/20/2022,0.225033333
NTPC,7/21/2022,0
NTPC,7/22/2022,0
NTPC,7/28/2022,0
NTPC,7/29/2022,0.364714286
NTPC,7/30/2022,0.6705
NTPC,7/31/2022,0.4669
NTPC,8/1/2022,0.35015
NTPC,8/2/2022,0
ONGC,6/19/2022,0.4019
ONGC,6/20/2022,0.5994
ONGC,6/21/2022,0
ONGC,6/23/2022,0.4939
ONGC,6/24/2022,0.5574
ONGC,6/27/2022,0.420175
ONGC,6/28/2022,0.4803
ONGC,6/29/2022,0.4019
ONGC,7/1/2022,-0.17435
ONGC,7/4/2022,0.5994
ONGC,7/6/2022,0.305866667
ONGC,7/8/2022,0.5994
ONGC,7/11/2022,0.4019
ONGC,7/13/2022,0
ONGC,7/14/2022,0.4019
ONGC,7/19/2022,0.5994
ONGC,7/20/2022,0.3911
ONGC,8/1/2022,0
ONGC,8/4/2022,-0.0772
POWERGRID,3/30/2022,0.6124
POWERGRID,3/31/2022,0.6124
POWERGRID,4/1/2022,0.2997
POWERGRID,4/5/2022,0.4019
POWERGRID,4/6/2022,0.3072
POWERGRID,4/12/2022,0.4019
POWERGRID,4/26/2022,0.5994
POWERGRID,4/28/2022,0.5994
POWERGRID,4/29/2022,0.4019
POWERGRID,5/2/2022,0.2775
POWERGRID,5/4/2022,0.20095
POWERGRID,5/6/2022,0.4019
POWERGRID,5/9/2022,0.4019
POWERGRID,5/18/2022,0.4019
POWERGRID,5/19/2022,0.4019
POWERGRID,5/20/2022,0.5994
POWERGRID,5/22/2022,0
POWERGRID,5/27/2022,0.5994
POWERGRID,6/2/2022,0.5994
POWERGRID,6/22/2022,0.4019
POWERGRID,6/23/2022,0.5994
POWERGRID,7/1/2022,0.4019
POWERGRID,7/5/2022,0.4019
POWERGRID,7/6/2022,0.5994
POWERGRID,7/7/2022,-0.4404
POWERGRID,7/8/2022,0.2997
POWERGRID,7/12/2022,0.4019
POWERGRID,7/15/2022,0.5994
POWERGRID,7/26/2022,0
POWERGRID,8/1/2022,0.7003
POWERGRID,8/8/2022,0
POWERGRID,8/10/2022,0
RELIANCE,7/26/2022,0.10115
RELIANCE,7/27/2022,0.1011
RELIANCE,7/28/2022,0.11315
RELIANCE,7/29/2022,-0.1728
RELIANCE,7/30/2022,0
RELIANCE,7/31/2022,0.11315
RELIANCE,8/1/2022,0.095316667
RELIANCE,8/2/2022,0.17
RELIANCE,8/3/2022,0
RELIANCE,8/4/2022,-0.072357143
RELIANCE,8/5/2022,0.11315
RELIANCE,8/8/2022,0.190633333
SBILIFE,10/13/2021,0.5994
SBILIFE,10/19/2021,0
SBILIFE,10/25/2021,0.5994
SBILIFE,10/26/2021,0.5994
SBILIFE,11/17/2021,0.4019
SBILIFE,12/22/2021,0.5994
SBILIFE,12/24/2021,0.4019
SBILIFE,2/3/2022,-0.4019
SBILIFE,2/9/2022,0.5994
SBILIFE,2/10/2022,0.8658
SBILIFE,2/18/2022,0.3057
SBILIFE,2/22/2022,-0.31245
SBILIFE,3/2/2022,0.05295
SBILIFE,3/28/2022,0.5994
SBILIFE,4/8/2022,0.5994
SBILIFE,4/18/2022,0.4019
SBILIFE,4/19/2022,0.4019
SBILIFE,4/28/2022,0.2997
SBILIFE,4/29/2022,0.6124
SBILIFE,5/25/2022,0.4019
SBILIFE,7/28/2022,0.2202
SBILIFE,7/29/2022,0
SBIN,8/3/2022,0.102871429
SBIN,8/4/2022,-0.0209
SBIN,8/5/2022,0.00645
SBIN,8/6/2022,0.349155556
SBIN,8/7/2022,0.8271
SBIN,8/8/2022,-0.1753
SHREECEM,5/20/2022,0.6369
SHREECEM,6/3/2022,0.4019
SHREECEM,6/9/2022,0.3126
SHREECEM,6/10/2022,0.5994
SHREECEM,6/13/2022,0.3818
SHREECEM,6/14/2022,0.5574
SHREECEM,6/15/2022,0.4884
SHREECEM,6/16/2022,0
SHREECEM,6/17/2022,0.4019
SHREECEM,6/21/2022,0.743
SHREECEM,6/22/2022,0.5994
SHREECEM,6/23/2022,0.5994
SHREECEM,6/24/2022,0.743
SHREECEM,6/27/2022,0
SHREECEM,6/28/2022,0.452466667
SHREECEM,6/29/2022,0
SHREECEM,7/5/2022,0.4019
SHREECEM,7/7/2022,0.2023
SHREECEM,7/8/2022,0
SHREECEM,7/12/2022,0.34895
SHREECEM,7/14/2022,0.0258
SHREECEM,7/15/2022,0
SHREECEM,7/18/2022,0
SHREECEM,7/20/2022,0
SHREECEM,7/24/2022,0
SHREECEM,7/25/2022,0.5994
SHREECEM,7/26/2022,0.296
SHREECEM,7/27/2022,0.6808
SHREECEM,7/28/2022,0.6808
SHREECEM,7/29/2022,0.743
SHREECEM,8/2/2022,0
SHREECEM,8/4/2022,0.0258
SHREECEM,8/5/2022,0.1813
SUNPHARMA,6/30/2022,0.5423
SUNPHARMA,7/3/2022,0.6908
SUNPHARMA,7/6/2022,0.2023
SUNPHARMA,7/7/2022,0
SUNPHARMA,7/13/2022,0.460533333
SUNPHARMA,7/14/2022,0.34895
SUNPHARMA,7/18/2022,0.4939
SUNPHARMA,7/19/2022,0.5994
SUNPHARMA,7/24/2022,0
SUNPHARMA,7/25/2022,0.4767
SUNPHARMA,7/26/2022,0.3454
SUNPHARMA,7/27/2022,-0.5267
SUNPHARMA,7/28/2022,0.08038
SUNPHARMA,7/29/2022,0.24945
SUNPHARMA,7/31/2022,0.159
SUNPHARMA,8/1/2022,0.4019
TATACONSUM,11/30/2021,0.4019
TATACONSUM,12/6/2021,0.4019
TATACONSUM,12/7/2021,0.4019
TATACONSUM,12/13/2021,0.4019
TATACONSUM,12/14/2021,0.4019
TATACONSUM,1/14/2022,0.4019
TATACONSUM,1/18/2022,0.4019
TATACONSUM,2/7/2022,0.20095
TATACONSUM,2/17/2022,0.4019
TATACONSUM,3/8/2022,0.5994
TATACONSUM,3/11/2022,0.5994
TATACONSUM,3/15/2022,0.4019
TATACONSUM,3/16/2022,0.5994
TATACONSUM,3/21/2022,0.4019
TATACONSUM,3/30/2022,0.5994
TATACONSUM,4/4/2022,0.5994
TATACONSUM,4/27/2022,0.4019
TATACONSUM,4/28/2022,0
TATACONSUM,4/29/2022,0.4019
TATACONSUM,5/2/2022,0.4019
TATACONSUM,5/4/2022,0
TATACONSUM,5/5/2022,0.380566667
TATACONSUM,5/17/2022,0.5994
TATACONSUM,5/18/2022,0.26495
TATACONSUM,6/6/2022,0
TATACONSUM,6/28/2022,0
TATACONSUM,7/15/2022,0.5994
TATAMOTORS,7/27/2022,0
TATAMOTORS,7/28/2022,0.175075
TATAMOTORS,7/29/2022,0.171025
TATAMOTORS,7/30/2022,0
TATAMOTORS,8/1/2022,0.298083333
TATAMOTORS,8/2/2022,0.17
TATAMOTORS,8/3/2022,0
TATAMOTORS,8/4/2022,0
TATAMOTORS,8/5/2022,0.067433333
TATAMOTORS,8/8/2022,0
TATASTEEL,5/2/2022,0.1531
TATASTEEL,5/4/2022,0
TATASTEEL,5/10/2022,0.4019
TATASTEEL,5/12/2022,0.4019
TATASTEEL,5/13/2022,0
TATASTEEL,5/17/2022,0.5994
TATASTEEL,5/23/2022,0.20095
TATASTEEL,5/26/2022,0.5994
TATASTEEL,6/8/2022,0.4019
TATASTEEL,6/9/2022,0.1826
TATASTEEL,6/10/2022,-0.4404
TATASTEEL,6/15/2022,0.34895
TATASTEEL,6/16/2022,0.4019
TATASTEEL,6/19/2022,-0.6249
TATASTEEL,6/20/2022,0.5994
TATASTEEL,6/21/2022,0
TATASTEEL,6/22/2022,0.4019
TATASTEEL,6/28/2022,0
TATASTEEL,6/30/2022,0.6597
TATASTEEL,7/4/2022,0.03635
TATASTEEL,7/5/2022,0.29295
TATASTEEL,7/6/2022,0
TATASTEEL,7/7/2022,0.5994
TATASTEEL,7/8/2022,0.5994
TATASTEEL,7/11/2022,0.4019
TATASTEEL,7/15/2022,0.5994
TATASTEEL,7/18/2022,0.6369
TATASTEEL,7/24/2022,0
TATASTEEL,7/25/2022,0
TATASTEEL,7/26/2022,0.368
TATASTEEL,7/29/2022,0.5574
TCS,4/20/2022,-0.1351
TCS,4/21/2022,0.34
TCS,4/27/2022,0.4019
TCS,5/2/2022,0.2775
TCS,5/6/2022,0.296
TCS,5/9/2022,0
TCS,5/12/2022,0.4019
TCS,5/20/2022,0.5994
TCS,5/25/2022,0.4019
TCS,6/1/2022,0.3818
TCS,6/2/2022,0.5719
TCS,6/6/2022,0
TCS,6/8/2022,-0.0258
TCS,6/12/2022,0.25
TCS,6/16/2022,0.24695
TCS,6/17/2022,0.296
TCS,6/19/2022,-0.5574
TCS,6/20/2022,0
TCS,6/21/2022,0.568133333
TCS,6/22/2022,0.4019
TCS,6/24/2022,0.5994
TCS,6/27/2022,0.3182
TCS,6/29/2022,0
TCS,7/4/2022,0.5994
TCS,7/5/2022,0
TCS,7/7/2022,0
TCS,7/8/2022,0.17498
TCS,7/11/2022,0.020633333
TCS,7/12/2022,0
TCS,7/24/2022,0.4939
TCS,7/28/2022,0.2023
TCS,7/31/2022,0.2263
TCS,8/1/2022,0
TCS,8/3/2022,0.5574
TECHM,6/24/2022,0.5994
TECHM,6/26/2022,0.59285
TECHM,6/27/2022,0.5994
TECHM,6/28/2022,0.4019
TECHM,6/29/2022,-0.1027
TECHM,6/30/2022,0.4019
TECHM,7/4/2022,0.10115
TECHM,7/5/2022,0.175566667
TECHM,7/6/2022,0
TECHM,7/7/2022,0.7351
TECHM,7/10/2022,-0.6808
TECHM,7/15/2022,0.2263
TECHM,7/17/2022,0.7269
TECHM,7/18/2022,0.4903
TECHM,7/23/2022,0
TECHM,7/24/2022,0
TECHM,7/25/2022,0.22624
TECHM,7/26/2022,0.074
TECHM,7/27/2022,0
TECHM,7/28/2022,0
TECHM,8/3/2022,0.5574
TITAN,3/25/2022,0.065966667
TITAN,3/29/2022,0
TITAN,4/4/2022,0.50065
TITAN,4/6/2022,0.2023
TITAN,4/7/2022,0.3021
TITAN,4/26/2022,0.5994
TITAN,5/2/2022,0.0067
TITAN,5/4/2022,0.4019
TITAN,5/5/2022,0.2023
TITAN,5/26/2022,0.5106
TITAN,6/6/2022,0.5994
TITAN,6/7/2022,0.4019
TITAN,6/8/2022,0.4019
TITAN,6/17/2022,0.4924
TITAN,6/21/2022,0.5994
TITAN,6/27/2022,0.5994
TITAN,6/28/2022,0.5994
TITAN,7/5/2022,0
TITAN,7/7/2022,0.58565
TITAN,7/15/2022,0.5994
TITAN,8/5/2022,0
TITAN,8/8/2022,0.5994
ULTRACEMCO,3/24/2022,-0.296
ULTRACEMCO,3/29/2022,0.53805
ULTRACEMCO,4/12/2022,0
ULTRACEMCO,4/20/2022,0.5994
ULTRACEMCO,4/29/2022,0
ULTRACEMCO,5/2/2022,0.2775
ULTRACEMCO,5/5/2022,0.5994
ULTRACEMCO,5/12/2022,0
ULTRACEMCO,5/16/2022,0.5994
ULTRACEMCO,5/18/2022,0.26495
ULTRACEMCO,5/23/2022,0.4019
ULTRACEMCO,6/1/2022,-0.296
ULTRACEMCO,6/2/2022,0.049333333
ULTRACEMCO,6/3/2022,0.20095
ULTRACEMCO,6/6/2022,0.20095
ULTRACEMCO,6/7/2022,-0.1591
ULTRACEMCO,6/9/2022,0.5994
ULTRACEMCO,6/10/2022,0.4019
ULTRACEMCO,6/13/2022,-0.2023
ULTRACEMCO,6/14/2022,0.4019
ULTRACEMCO,6/15/2022,0.296
ULTRACEMCO,6/16/2022,-0.2023
ULTRACEMCO,6/21/2022,0.296
ULTRACEMCO,6/27/2022,-0.5423
ULTRACEMCO,6/29/2022,0
ULTRACEMCO,6/30/2022,0
ULTRACEMCO,7/5/2022,0.296
ULTRACEMCO,7/21/2022,0
ULTRACEMCO,7/22/2022,0
ULTRACEMCO,7/24/2022,0
ULTRACEMCO,7/25/2022,0
ULTRACEMCO,7/26/2022,0.34
ULTRACEMCO,8/2/2022,0
ULTRACEMCO,8/5/2022,0.0279
UPL,5/16/2022,-0.0772
UPL,5/20/2022,0.61815
UPL,5/25/2022,0.4019
UPL,5/26/2022,0.5994
UPL,6/7/2022,0.4019
UPL,6/8/2022,0.4019
UPL,6/10/2022,0.3818
UPL,6/13/2022,0.2263
UPL,6/14/2022,0.20095
UPL,6/15/2022,0.225033333
UPL,6/16/2022,0
UPL,6/20/2022,0.5994
UPL,6/22/2022,0.4019
UPL,6/29/2022,0
UPL,6/30/2022,0
UPL,7/1/2022,0.5574
UPL,7/23/2022,0
UPL,7/25/2022,0.296
UPL,8/1/2022,0
UPL,8/2/2022,0.148
WIPRO,7/20/2022,0.16957
WIPRO,7/21/2022,0.0245875
WIPRO,7/24/2022,0.2202
WIPRO,7/25/2022,0.5574
WIPRO,7/26/2022,0.257675
WIPRO,7/27/2022,0
WIPRO,7/28/2022,0.2023
WIPRO,7/29/2022,0
WIPRO,8/2/2022,0.4588
WIPRO,8/3/2022,0
WIPRO,8/4/2022,0.075433333
WIPRO,8/5/2022,0
